Assay	OlinkID	LOD	Missing_data	Below_LOD	Valid_data
LXN	OID50741	NA	0	0	7
LY75	OID50742	NA	0	0	7
LY9	OID50743	NA	0	0	7
LY96	OID50744	NA	0	0	7
MAD1L1	OID50745	NA	0	0	7
MAG	OID50746	NA	0	0	7
MAN1A2	OID50747	NA	0	0	7
MAP2K6	OID50748	NA	0	0	7
MAP4K5	OID50749	NA	0	0	7
MAPK9	OID50750	NA	0	0	7
MASP1	OID50751	NA	0	0	7
MATN3	OID50752	NA	0	0	7
MCF2L	OID50753	NA	0	0	7
MDGA1	OID50754	NA	0	0	7
MECR	OID50755	NA	0	0	7
MEP1A	OID50756	NA	0	0	7
METAP1D	OID50757	NA	0	0	7
METAP2	OID50758	NA	0	0	7
MICA_MICB	OID50759	NA	0	0	7
MKNK1	OID50760	NA	0	0	7
MLN	OID50761	NA	0	0	7
MME	OID50762	NA	0	0	7
MMP12	OID50763	NA	0	0	7
MOG	OID50764	NA	0	0	7
MORC3	OID50765	NA	0	0	7
MPP7	OID50766	NA	0	0	7
MS4A1	OID50767	NA	0	0	7
MSLN	OID50768	NA	0	0	7
MSTN	OID50769	NA	0	0	7
MTDH	OID50770	NA	0	0	7
MUC16	OID50771	NA	0	0	7
NAAA	OID50772	NA	0	0	7
NACC1	OID50773	NA	0	0	7
NAGA	OID50774	NA	0	0	7
NAGK	OID50775	NA	0	0	7
NAPRT	OID50776	NA	0	0	7
NCR1	OID50778	NA	0	0	7
NCR3LG1	OID50779	NA	0	0	7
NCS1	OID50780	NA	0	0	7
NDUFA5	OID50782	NA	0	0	7
NDUFB7	OID50783	NA	0	0	7
NEO1	OID50785	NA	0	0	7
NFAT5	OID50786	NA	0	0	7
NFATC1	OID50787	NA	0	0	7
NFU1	OID50788	NA	0	0	7
NHEJ1	OID50790	NA	0	0	7
NIT1	OID50791	NA	0	0	7
NMI	OID50792	NA	0	0	7
NPHS1	OID50793	NA	0	0	7
NPM1	OID50794	NA	0	0	7
NPPC	OID50795	NA	0	0	7
NPY	OID50796	NA	0	0	7
NT5C1A	OID50797	NA	0	0	7
NTF3	OID50798	NA	0	0	7
NUB1	OID50799	NA	0	0	7
NUCB2	OID50800	NA	0	0	7
NUDC	OID50801	NA	0	0	7
NUDCD3	OID50802	NA	0	0	7
NUMB	OID50803	NA	0	0	7
NXPH3	OID50804	NA	0	0	7
OBP2B	OID50805	NA	0	0	7
OCLN	OID50806	NA	0	0	7
OGA	OID50807	NA	0	0	7
OGFR	OID50808	NA	0	0	7
OSM	OID50809	NA	0	0	7
OTUD7B	OID50810	NA	0	0	7
PAEP	OID50811	NA	0	0	7
PAG1	OID50812	NA	0	0	7
PALM	OID50813	NA	0	0	7
PALM2	OID50814	NA	0	0	7
PBXIP1	OID50815	NA	0	0	7
PCBP2	OID50816	NA	0	0	7
PCDH12	OID50817	NA	0	0	7
PCDH7	OID50818	NA	0	0	7
PCDH9	OID50819	NA	0	0	7
PCDHB15	OID50820	NA	0	0	7
PCSK7	OID50821	NA	0	0	7
PDCD1	OID50822	NA	0	0	7
PDCD1LG2	OID50823	NA	0	0	7
PDZK1	OID50824	NA	0	0	7
PER3	OID50825	NA	0	0	7
PFKFB2	OID50826	NA	0	0	7
PGF	OID50827	NA	0	0	7
PGLYRP3	OID50828	NA	0	0	7
PHLDB1	OID50829	NA	0	0	7
PIK3AP1	OID50830	NA	0	0	7
PKD2	OID50831	NA	0	0	7
PLA2G10	OID50832	NA	0	0	7
PLXNA4	OID50833	NA	0	0	7
PNLIPRP1	OID50834	NA	0	0	7
POF1B	OID50835	NA	0	0	7
POLR2F	OID50836	NA	0	0	7
POMC	OID50837	NA	0	0	7
PON2	OID50838	NA	0	0	7
PPL	OID50839	NA	0	0	7
PPP2R5A	OID50840	NA	0	0	7
PRDX1	OID50841	NA	0	0	7
PRDX6	OID50842	NA	0	0	7
PRKAR2A	OID50843	NA	0	0	7
PROK1	OID50844	NA	0	0	7
PRRT3	OID50845	NA	0	0	7
PRTG	OID50846	NA	0	0	7
PSAPL1	OID50847	NA	0	0	7
PSIP1	OID50848	NA	0	0	7
PSMD1	OID50849	NA	0	0	7
PSMD9	OID50850	NA	0	0	7
PSME1	OID50851	NA	0	0	7
PSME2	OID50852	NA	0	0	7
PSMG3	OID50853	NA	0	0	7
PSMG4	OID50854	NA	0	0	7
PSPN	OID50855	NA	0	0	7
PSTPIP1	OID50856	NA	0	0	7
PTGES2	OID50857	NA	0	0	7
PTH	OID50858	NA	0	0	7
PTH1R	OID50859	NA	0	0	7
PTK7	OID50860	NA	0	0	7
PTPN1	OID50861	NA	0	0	7
PTPRN2	OID50863	NA	0	0	7
PTPRR	OID50864	NA	0	0	7
PYDC1	OID50865	NA	0	0	7
PYHIN1	OID50866	NA	0	0	7
RAB2B	OID50867	NA	0	0	7
RAB3IL1	OID50868	NA	0	0	7
RALB	OID50869	NA	0	0	7
RASGRP2	OID50870	NA	0	0	7
RBKS	OID50871	NA	0	0	7
RBPMS	OID50872	NA	0	0	7
RECK	OID50873	NA	0	0	7
REG3G	OID50874	NA	0	0	7
RET	OID50875	NA	0	0	7
RFC4	OID50876	NA	0	0	7
RGCC	OID50877	NA	0	0	7
RILP	OID50878	NA	0	0	7
RNF149	OID50879	NA	0	0	7
RPL14	OID50880	NA	0	0	7
RSPO1	OID50881	NA	0	0	7
RSPO3	OID50882	NA	0	0	7
RTBDN	OID50883	NA	0	0	7
RTN4R	OID50884	NA	0	0	7
S100A12	OID50885	NA	0	0	7
S100A13	OID50886	NA	0	0	7
S100A16	OID50887	NA	0	0	7
SAMD9L	OID50888	NA	0	0	7
SASH3	OID50889	NA	0	0	7
SCAMP3	OID50890	NA	0	0	7
SCARB2	OID50891	NA	0	0	7
SCG2	OID50892	NA	0	0	7
SCN4B	OID50893	NA	0	0	7
SCPEP1	OID50894	NA	0	0	7
SCRIB	OID50895	NA	0	0	7
SCRN1	OID50896	NA	0	0	7
SDHB	OID50897	NA	0	0	7
SEL1L	OID50898	NA	0	0	7
SEPTIN8	OID50899	NA	0	0	7
SERPINB4	OID50900	NA	0	0	7
SERPINB8	OID50901	NA	0	0	7
SERPINB9	OID50902	NA	0	0	7
SERPINI2	OID50903	NA	0	0	7
SETMAR	OID50904	NA	0	0	7
SEZ6	OID50905	NA	0	0	7
SEZ6L2	OID50906	NA	0	0	7
SH2D1A	OID50907	NA	0	0	7
SH3PXD2B	OID50908	NA	0	0	7
SIGLEC10	OID50909	NA	0	0	7
SIGLEC6	OID50910	NA	0	0	7
SIGLEC8	OID50911	NA	0	0	7
SIGLEC9	OID50912	NA	0	0	7
SIL1	OID50913	NA	0	0	7
SIRT2	OID50914	NA	0	0	7
SKAP1	OID50915	NA	0	0	7
SLA2	OID50916	NA	0	0	7
SLAMF7	OID50917	NA	0	0	7
SLITRK1	OID50918	NA	0	0	7
SLITRK2	OID50919	NA	0	0	7
SLITRK6	OID50920	NA	0	0	7
SLMAP	OID50921	NA	0	0	7
SMAD3	OID50922	NA	0	0	7
SMAD5	OID50923	NA	0	0	7
SNCG	OID50924	NA	0	0	7
SNED1	OID50925	NA	0	0	7
SNX5	OID50926	NA	0	0	7
SPINK6	OID50928	NA	0	0	7
SPOCK1	OID50929	NA	0	0	7
SPRR3	OID50930	NA	0	0	7
SRP14	OID50931	NA	0	0	7
SRPK2	OID50932	NA	0	0	7
ST3GAL1	OID50933	NA	0	0	7
STAMBP	OID50934	NA	0	0	7
STAT2	OID50935	NA	0	0	7
STK11	OID50936	NA	0	0	7
STX4	OID50937	NA	0	0	7
STX7	OID50938	NA	0	0	7
STX8	OID50939	NA	0	0	7
SULT2A1	OID50941	NA	0	0	7
SUSD4	OID50942	NA	0	0	7
SWAP70	OID50943	NA	0	0	7
SYT1	OID50944	NA	0	0	7
TACSTD2	OID50945	NA	0	0	7
TAFA5	OID50946	NA	0	0	7
TAX1BP1	OID50947	NA	0	0	7
TCERG1	OID50948	NA	0	0	7
TCL1A	OID50949	NA	0	0	7
TG	OID50950	NA	0	0	7
TGFA	OID50951	NA	0	0	7
TGFB1	OID50952	NA	0	0	7
TGFBR1	OID50953	NA	0	0	7
THPO	OID50954	NA	0	0	7
TLR1	OID50955	NA	0	0	7
TLR3	OID50956	NA	0	0	7
TMEM106A	OID50957	NA	0	0	7
TMEM25	OID50958	NA	0	0	7
TMPRSS11D	OID50959	NA	0	0	7
TMPRSS15	OID50960	NA	0	0	7
TMPRSS5	OID50961	NA	0	0	7
TNFAIP6	OID50962	NA	0	0	7
TNFRSF10A	OID50963	NA	0	0	7
TNFRSF10B	OID50964	NA	0	0	7
TNFRSF11A	OID50965	NA	0	0	7
TNFRSF19	OID50966	NA	0	0	7
TNFRSF6B	OID50967	NA	0	0	7
TNFRSF9	OID50968	NA	0	0	7
TNFSF11	OID50970	NA	0	0	7
TNFSF12	OID50971	NA	0	0	7
TNFSF14	OID50972	NA	0	0	7
TNIP1	OID50973	NA	0	0	7
TNR	OID50974	NA	0	0	7
TOP2B	OID50975	NA	0	0	7
TPSAB1	OID50976	NA	0	0	7
TRIAP1	OID50977	NA	0	0	7
TRIM21	OID50978	NA	0	0	7
TRIM25	OID50979	NA	0	0	7
TRIM5	OID50980	NA	0	0	7
TRIM58	OID50981	NA	0	0	7
TXLNA	OID50983	NA	0	0	7
UBAC1	OID50984	NA	0	0	7
UBE2B	OID50985	NA	0	0	7
UBL4A	OID50986	NA	0	0	7
RAET1L_ULBP2	OID50987	NA	0	0	7
UNG	OID50988	NA	0	0	7
USO1	OID50989	NA	0	0	7
USP8	OID50990	NA	0	0	7
VAMP8	OID50991	NA	0	0	7
VAV3	OID50993	NA	0	0	7
VEGFA	OID50994	NA	0	0	7
VEGFB	OID50995	NA	0	0	7
VEGFD	OID50996	NA	0	0	7
VGF	OID50997	NA	0	0	7
VNN2	OID50998	NA	0	0	7
VSIG10L	OID50999	NA	0	0	7
VSNL1	OID51000	NA	0	0	7
VWA1	OID51001	NA	0	0	7
VWC2	OID51002	NA	0	0	7
WASF3	OID51004	NA	0	0	7
WDR91	OID51005	NA	0	0	7
WIF1	OID51006	NA	0	0	7
WWP2	OID51007	NA	0	0	7
XCL1	OID51008	NA	0	0	7
YES1	OID51009	NA	0	0	7
YOD1	OID51010	NA	0	0	7
ZBP1	OID51011	NA	0	0	7
ZBTB17	OID51012	NA	0	0	7
ZER1	OID51013	NA	0	0	7
ZFAND2B	OID51014	NA	0	0	7
ACAN	OID51017	NA	0	0	7
ADAM8	OID51018	NA	0	0	7
ATOX1	OID51019	NA	0	0	7
C4BPB	OID51020	NA	0	0	7
CCL19	OID51021	NA	0	0	7
CCL2	OID51022	NA	0	0	7
CCL23	OID51023	NA	0	0	7
CCL4	OID51024	NA	0	0	7
CD33	OID51027	NA	0	0	7
CDH3	OID51029	NA	0	0	7
CLEC5A	OID51030	NA	0	0	7
CSF1	OID51034	NA	0	0	7
CTRC	OID51035	NA	0	0	7
CTSF	OID51036	NA	0	0	7
CXCL1	OID51037	NA	0	0	7
CXCL10	OID51038	NA	0	0	7
CXCL11	OID51039	NA	0	0	7
CXCL6	OID51041	NA	0	0	7
CXCL9	OID51042	NA	0	0	7
ENPP1	OID51043	NA	0	0	7
ERBB4	OID51045	NA	0	0	7
EZR	OID51047	NA	0	0	7
FGF19	OID51048	NA	0	0	7
FURIN	OID51049	NA	0	0	7
HEPH	OID51052	NA	0	0	7
IFNGR1	OID51053	NA	0	0	7
IL18	OID51054	NA	0	0	7
KDR	OID51055	NA	0	0	7
KITLG	OID51056	NA	0	0	7
KYAT1	OID51058	NA	0	0	7
L1CAM	OID51059	NA	0	0	7
LPL	OID51061	NA	0	0	7
MAP2K1	OID51062	NA	0	0	7
MELTF	OID51064	NA	0	0	7
MMP10	OID51066	NA	0	0	7
NCAN	OID51067	NA	0	0	7
NELL1	OID51068	NA	0	0	7
NPTXR	OID51070	NA	0	0	7
PRELP	OID51072	NA	0	0	7
PTPRB	OID51073	NA	0	0	7
PTPRZ1	OID51074	NA	0	0	7
ROBO2	OID51076	NA	0	0	7
S100A11	OID51077	NA	0	0	7
SIGLEC7	OID51078	NA	0	0	7
SMPD1	OID51079	NA	0	0	7
TIMP2	OID51082	NA	0	0	7
TNFRSF11B	OID51084	NA	0	0	7
TNFRSF13B	OID51085	NA	0	0	7
TNFSF13	OID51086	NA	0	0	7
ASPSCR1	OID51089	NA	0	0	7
DHPS	OID51090	NA	0	0	7
TIGAR	OID51091	NA	0	0	7
SNX29	OID51092	NA	0	0	7
CCK	OID51093	NA	0	0	7
DUT	OID51094	NA	0	0	7
NDRG1	OID51095	NA	0	0	7
PDGFC	OID51096	NA	0	0	7
TRIP11	OID51097	NA	0	0	7
CBS	OID51098	NA	0	0	7
PTPRK	OID51099	NA	0	0	7
DNAJB1	OID51100	NA	0	0	7
PPME1	OID51101	NA	0	0	7
ANKRD11	OID51102	NA	0	0	7
FHIT	OID51103	NA	0	0	7
