Assay,AD-S_1pg_vs_Ctrl-S_1pg,AD-S_5pg_vs_Ctrl-S_5pg,AD-S_10pg_vs_Ctrl-S_10pg,AD_20pg_vs_Ctrl-S_20pg,AD-S_40pg_vs_Ctrl-S_40pg,n_comparisons,tau protein
PCSK7,TRUE,FALSE,FALSE,TRUE,FALSE,2,FALSE
PDCD1,TRUE,TRUE,TRUE,TRUE,FALSE,4,FALSE
PDCD1LG2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PDE4C,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
PDGFC,TRUE,FALSE,TRUE,TRUE,TRUE,4,FALSE
PDZK1,TRUE,FALSE,TRUE,TRUE,FALSE,3,FALSE
PER3,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
PFKFB2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PGF,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
PGLYRP3,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE
PGM2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PGR,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE
PHLDB1,FALSE,TRUE,FALSE,TRUE,TRUE,3,FALSE
PIK3AP1,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
PIKFYVE,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
PJA2,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
PKD2,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE
PLA2G10,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
PLCG1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PLIN1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PLXNA4,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
PNLIPRP1,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE
PNMA1,TRUE,FALSE,FALSE,TRUE,FALSE,2,FALSE
PNPT1,TRUE,FALSE,FALSE,TRUE,TRUE,3,FALSE
POF1B,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
POLR2F,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE
POLR3F,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
POMC,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
PON2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PPIE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
PPL,TRUE,TRUE,TRUE,FALSE,TRUE,4,TRUE
PPME1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PPP2R5A,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PRDX1,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE
PRDX6,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PREB,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE
PRELP,TRUE,FALSE,TRUE,TRUE,TRUE,4,FALSE
PRKAB1,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
PRKAR1B,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PRKAR2A,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PRKN,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PRKRA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PROK1,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE
PRRC1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PRRT3,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PRTG,TRUE,FALSE,FALSE,FALSE,TRUE,2,TRUE
PSAPL1,TRUE,FALSE,TRUE,FALSE,TRUE,3,FALSE
PSIP1,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
PSMB11,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE
PSMD1,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
PSMD5,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
PSMD9,TRUE,FALSE,TRUE,FALSE,FALSE,2,FALSE
PSME1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PSME2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PSMG3,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PSMG4,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PSPN,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
PSTPIP1,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
PTEN,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE
PTGES2,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE
PTH,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
PTH1R,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
PTK7,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
PTP4A3,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE
PTPN1,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE
PTPN11,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE
PTPN14,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
PTPRB,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE
PTPRK,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
PTPRN2,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE
PTPRR,TRUE,TRUE,TRUE,FALSE,TRUE,4,FALSE
PTPRZ1,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
PXN,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
PYDC1,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE
PYHIN1,FALSE,TRUE,FALSE,TRUE,TRUE,3,FALSE
RAB2B,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
RAB37,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE
RAB3IL1,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE
RAB44,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE
RABGAP1L,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
RAET1L_ULBP2,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
RALB,FALSE,TRUE,TRUE,FALSE,TRUE,3,FALSE
RAMP2,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
RANBP2,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
RAP1GAP,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
RASGRP2,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE
RBFOX3,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
RBKS,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
RBPMS,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
RC3H1,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
RECK,TRUE,TRUE,FALSE,FALSE,TRUE,3,FALSE
REG3G,TRUE,FALSE,FALSE,TRUE,FALSE,2,FALSE
RET,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE
RFC4,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
RGCC,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
RGS8,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
RIGI,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
RILP,TRUE,TRUE,TRUE,FALSE,TRUE,4,FALSE
RIPK3,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
RNF135,TRUE,TRUE,FALSE,FALSE,TRUE,3,FALSE
RNF149,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
RNF213,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
RNF25,TRUE,FALSE,TRUE,TRUE,TRUE,4,FALSE
RNF41,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
ROBO2,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
RPH3A,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
RPL14,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
RSPO1,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
RSPO3,TRUE,TRUE,TRUE,TRUE,TRUE,5,TRUE
RTBDN,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
RTN4R,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE
RYK,TRUE,FALSE,TRUE,TRUE,TRUE,4,FALSE
S100A11,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
S100A12,TRUE,TRUE,TRUE,FALSE,TRUE,4,FALSE
S100A13,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE
S100A16,FALSE,TRUE,FALSE,TRUE,TRUE,3,FALSE
SAMD9L,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
SASH3,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
SAV1,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE
SCAMP3,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SCARB1,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE
SCARB2,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
SCG2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SCGN,TRUE,FALSE,TRUE,TRUE,TRUE,4,FALSE
SCN4B,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
SCPEP1,TRUE,FALSE,FALSE,TRUE,FALSE,2,TRUE
SCRIB,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SCRN1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SDHA,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SDHAF4,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SDHB,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SEC13,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SEL1L,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
SEPTIN8,FALSE,TRUE,FALSE,TRUE,TRUE,3,FALSE
SERPINB4,FALSE,TRUE,TRUE,FALSE,TRUE,3,FALSE
SERPINB5,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE
SERPINB8,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SERPINB9,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SERPINI2,TRUE,TRUE,TRUE,TRUE,FALSE,4,FALSE
SETMAR,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
SEZ6,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE
SEZ6L2,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE
SFTPA2,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
SH2B3,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SH2D1A,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE
SH3PXD2B,TRUE,TRUE,FALSE,TRUE,TRUE,4,FALSE
SIGLEC10,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
SIGLEC6,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
SIGLEC7,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SIGLEC8,TRUE,FALSE,TRUE,FALSE,TRUE,3,FALSE
SIGLEC9,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
SIKE1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SIL1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SIPA1,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE
SIRT1,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE
SIRT2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SIT1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SKAP1,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
SLA2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SLAMF7,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE
SLAMF8,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE
SLC16A1,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
SLIT2,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
SLITRK1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SLITRK2,FALSE,TRUE,FALSE,TRUE,TRUE,3,FALSE
SLITRK6,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE
SLMAP,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
SMAD1,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
SMAD2,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
SMAD3,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
SMAD5,TRUE,TRUE,TRUE,FALSE,TRUE,4,FALSE
SMARCA4,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
SMPD1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SMURF1,FALSE,TRUE,FALSE,TRUE,TRUE,3,FALSE
SNAP25,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SNCG,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SNED1,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
SNX29,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE
SNX5,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
SPATA2L,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SPINK6,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SPN,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
SPOCK1,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
SPRED2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SPRR3,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
SPRY2,TRUE,FALSE,TRUE,FALSE,TRUE,3,FALSE
SPTBN2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SRP14,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE
SRPK2,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE
SSB,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
ST3GAL1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
STAMBP,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
STAT2,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
STK11,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
STK11IP,TRUE,FALSE,FALSE,TRUE,TRUE,3,TRUE
STK39,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
STX4,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
STX5,TRUE,FALSE,FALSE,TRUE,TRUE,3,FALSE
STX7,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
STX8,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
STXBP3,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE
SULT2A1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SUMO1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SUSD4,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SWAP70,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
SYT1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE
TAB2,TRUE,TRUE,FALSE,TRUE,TRUE,4,FALSE
TACSTD2,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE
TAFA5,TRUE,FALSE,TRUE,TRUE,TRUE,4,FALSE
TARBP2,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
TARDBP,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
TAX1BP1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TCERG1,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
TCL1A,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE
TDGF1,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
TFEB,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
TG,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TGFA,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
TGFB1,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE
TGFBR1,TRUE,FALSE,TRUE,TRUE,FALSE,3,FALSE
THPO,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TIGAR,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TIMP2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TK1,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE
TLR1,TRUE,FALSE,TRUE,FALSE,TRUE,3,FALSE
TLR2,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TLR3,TRUE,TRUE,FALSE,TRUE,TRUE,4,FALSE
TLR4,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
TMEM106A,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TMEM25,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE
TMPRSS11D,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
TMPRSS15,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
TMPRSS5,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE
TNF,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE
TNFAIP6,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE
TNFAIP8,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE
TNFRSF10A,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE
TNFRSF10B,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TNFRSF11A,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
TNFRSF11B,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
TNFRSF13B,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE
TNFRSF13C,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TNFRSF19,TRUE,FALSE,FALSE,TRUE,TRUE,3,FALSE
TNFRSF6B,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE
TNFRSF9,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE
TNFSF11,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TNFSF12,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
TNFSF13,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
TNFSF14,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE
TNFSF15,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE
TNIP1,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
TNR,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TOP2B,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE
TP53,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
TP53BP1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TPMT,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TPR,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
TPSAB1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TRIAP1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TRIM21,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TRIM25,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
TRIM40,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE
TRIM41,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
TRIM5,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE
TRIM58,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TRIP11,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
TSC22D3,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
TSLP,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE
TXLNA,TRUE,TRUE,FALSE,TRUE,TRUE,4,FALSE
TYMS,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE
UBA52,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
UBAC1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
UBE2B,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
UBE2E2,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
UBE2Z,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
UBL4A,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
UBOX5,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
UBR2,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
UNG,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
USO1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
USP8,TRUE,TRUE,FALSE,TRUE,TRUE,4,FALSE
VAMP8,TRUE,FALSE,TRUE,TRUE,TRUE,4,FALSE
VAV3,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE
VEGFA,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE
VEGFB,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE
VEGFD,TRUE,FALSE,FALSE,TRUE,TRUE,3,FALSE
VGF,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
VNN2,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
VPS54,TRUE,TRUE,TRUE,FALSE,TRUE,4,FALSE
VRK3,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
VSIG10L,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
VSNL1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
VWA1,TRUE,FALSE,TRUE,TRUE,TRUE,4,FALSE
VWC2,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
WAS,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
WASF3,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
WASL,FALSE,TRUE,FALSE,TRUE,TRUE,3,FALSE
WDR91,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
WFDC3,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
WIF1,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE
WNT9A,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
WWP2,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
XCL1,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE
XIAP,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
YES1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
YOD1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
ZBP1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
ZBTB16,TRUE,TRUE,FALSE,TRUE,TRUE,4,FALSE
ZBTB17,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE
ZC3H12A,TRUE,FALSE,FALSE,TRUE,TRUE,3,FALSE
ZC3H12D,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
ZER1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
ZFAND2B,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
